;hash-rate
01/09/2017 01:00;6118103.511
04/09/2017 01:00;6944362.851
07/09/2017 01:00;7539158.186
10/09/2017 01:00;7786592.785
13/09/2017 01:00;7745290.322
16/09/2017 01:00;7948423.994
19/09/2017 01:00;8052399.125
22/09/2017 01:00;7953567.899
25/09/2017 01:00;8039495.313
28/09/2017 01:00;8117852.967
01/10/2017 01:00;8141360.264
04/10/2017 01:00;8620716.497
07/10/2017 01:00;8093774.808
10/10/2017 01:00;8795148.103
13/10/2017 01:00;8874958.884
16/10/2017 01:00;8760461.405
19/10/2017 01:00;9245168.606
22/10/2017 01:00;10147786.81
25/10/2017 01:00;10037300.02
28/10/2017 01:00;10222239.67
31/10/2017 00:00;9904229.242
03/11/2017 00:00;9151439.67
06/11/2017 00:00;9636352.483
09/11/2017 00:00;10038726.94
12/11/2017 00:00;9438552.351
15/11/2017 00:00;8374026.663
18/11/2017 00:00;8710769.257
21/11/2017 00:00;10367656.4
24/11/2017 00:00;10571133.77
27/11/2017 00:00;10466026.6
30/11/2017 00:00;10675597.38
03/12/2017 00:00;11124893.2
06/12/2017 00:00;11660571.64
09/12/2017 00:00;12250080.26
12/12/2017 00:00;13045585.15
15/12/2017 00:00;13466860.99
18/12/2017 00:00;13817089.76
21/12/2017 00:00;14113591.52
24/12/2017 00:00;13848863.35
27/12/2017 00:00;13182080.72
30/12/2017 00:00;13807265.17
02/01/2018 00:00;14403625.44
05/01/2018 00:00;15259817.61
08/01/2018 00:00;15428139.72
11/01/2018 00:00;15592706.55
14/01/2018 00:00;16468932.15
17/01/2018 00:00;17062630.2
20/01/2018 00:00;17687863.12
23/01/2018 00:00;18921900.08
26/01/2018 00:00;19532771.53
29/01/2018 00:00;19835912.44
01/02/2018 00:00;19594807.85
04/02/2018 00:00;19890578.53
07/02/2018 00:00;21327603.84
10/02/2018 00:00;21410144.29
13/02/2018 00:00;21169737.44
16/02/2018 00:00;21822998.38
19/02/2018 00:00;22619160.15
22/02/2018 00:00;22155981.44
25/02/2018 00:00;22674608.89
28/02/2018 00:00;23129455.07
03/03/2018 00:00;23343023.45
06/03/2018 00:00;24069842.79
09/03/2018 00:00;24918422.58
12/03/2018 00:00;24840322.33
15/03/2018 00:00;24863690.46
18/03/2018 00:00;24887058.59
21/03/2018 00:00;24504394.82
24/03/2018 00:00;24653093.04
27/03/2018 01:00;24490774.32
30/03/2018 01:00;24908789.54
02/04/2018 01:00;25653102.32
05/04/2018 01:00;26526747.48
08/04/2018 01:00;27476916.43
11/04/2018 01:00;27252513.3
14/04/2018 01:00;28224926.85
17/04/2018 01:00;28081059.67
20/04/2018 01:00;29770217.79
23/04/2018 01:00;29909466.52
26/04/2018 01:00;29146052.61
29/04/2018 01:00;27778760.67
02/05/2018 01:00;28362730.68
05/05/2018 01:00;29362271.6
08/05/2018 01:00;29562209.25
11/05/2018 01:00;29676459.33
14/05/2018 01:00;30171351.48
17/05/2018 01:00;30795200.34
20/05/2018 01:00;30575293.66
23/05/2018 01:00;31340411.69
26/05/2018 01:00;32357235.31
29/05/2018 01:00;33709958.19
01/06/2018 01:00;34898238.81
04/06/2018 01:00;34255939.94
07/06/2018 01:00;36806214.5
10/06/2018 01:00;37002587.21
13/06/2018 01:00;34735390.61
16/06/2018 01:00;35226598.16
19/06/2018 01:00;37928239.65
22/06/2018 01:00;39762894.32
25/06/2018 01:00;40441645.5
28/06/2018 01:00;38798076.91
01/07/2018 01:00;37644230.76
04/07/2018 01:00;35642491.8
07/07/2018 01:00;36590525.8
10/07/2018 01:00;37975716.12
13/07/2018 01:00;39423135.59
16/07/2018 01:00;36947286.49
19/07/2018 01:00;37766752.67
22/07/2018 01:00;38873815.4
25/07/2018 01:00;42035153.36
28/07/2018 01:00;42402914.98
31/07/2018 01:00;42742938.89
03/08/2018 01:00;43330461.8
06/08/2018 01:00;45883210.8
09/08/2018 01:00;46221208.67
12/08/2018 01:00;46521092.49
15/08/2018 01:00;47856434.1
18/08/2018 01:00;48862992.06
21/08/2018 01:00;48186682.04
24/08/2018 01:00;48277429.08
27/08/2018 01:00;49000382.03
30/08/2018 01:00;51007110.46
02/09/2018 01:00;53028219.01
05/09/2018 01:00;48394221.49
08/09/2018 01:00;47988724.25
11/09/2018 01:00;49347584.83
14/09/2018 01:00;52636033.19
17/09/2018 01:00;49996152.17
20/09/2018 01:00;49447839.44
23/09/2018 01:00;51389369.57
26/09/2018 01:00;54374065.73
29/09/2018 01:00;53740253.4
02/10/2018 01:00;54756137.2
05/10/2018 01:00;54016485.12
08/10/2018 01:00;51211672.01
11/10/2018 01:00;50515184.99
14/10/2018 01:00;52041213.87
17/10/2018 01:00;52252978.72
20/10/2018 01:00;51051519.75
23/10/2018 01:00;51214865.44
26/10/2018 01:00;50090631.11
29/10/2018 00:00;49886595.95
01/11/2018 00:00;51977956.32
04/11/2018 00:00;54123853.77
07/11/2018 00:00;51832813.5
10/11/2018 00:00;47652507.45
13/11/2018 00:00;47091289.49
16/11/2018 00:00;47244348.93
19/11/2018 00:00;45715818.25
22/11/2018 00:00;42714092.65
25/11/2018 00:00;41389434.85
28/11/2018 00:00;40822456.29
01/12/2018 00:00;39499506.32
04/12/2018 00:00;37757484.1
07/12/2018 00:00;37191010.3
10/12/2018 00:00;35969936.15
13/12/2018 00:00;35005336.73
16/12/2018 00:00;37010224.29
19/12/2018 00:00;38029757.88
22/12/2018 00:00;37486502.69
25/12/2018 00:00;38725392.66
28/12/2018 00:00;41086085.89
31/12/2018 00:00;40723454.95
03/01/2019 00:00;41499587.18
06/01/2019 00:00;42762992.72
09/01/2019 00:00;42653392.38
12/01/2019 00:00;43172095.94
15/01/2019 00:00;42592390.9
18/01/2019 00:00;39460857.63
21/01/2019 00:00;40467000.62
24/01/2019 00:00;40991036.15
27/01/2019 00:00;43163853.56
30/01/2019 00:00;42667170.65
02/02/2019 00:00;42571473.9
05/02/2019 00:00;42283653.51
08/02/2019 00:00;44265699.76
11/02/2019 00:00;44881391.03
14/02/2019 00:00;44306824.51
17/02/2019 00:00;42190406.29
20/02/2019 00:00;44810549.23
23/02/2019 00:00;44380092.46
26/02/2019 00:00;42628200.63
01/03/2019 00:00;44684496.38
04/03/2019 00:00;44628180.42
07/03/2019 00:00;43291490.96
10/03/2019 00:00;42515348.69
13/03/2019 00:00;42034451.38
16/03/2019 00:00;43189370.05
19/03/2019 00:00;45511523.43
22/03/2019 00:00;47450934.94
25/03/2019 00:00;47511942.71
28/03/2019 00:00;45660541.98
31/03/2019 00:00;45880050.98
03/04/2019 01:00;45891071.53
06/04/2019 01:00;45800467.24
09/04/2019 01:00;46463226.78
12/04/2019 01:00;46415319.09
15/04/2019 01:00;45082048.6
18/04/2019 01:00;45082048.6
21/04/2019 01:00;44582650.28
24/04/2019 01:00;44471034.32
27/04/2019 01:00;45158438.97
30/04/2019 01:00;46740007.61
03/05/2019 01:00;50033463.75
06/05/2019 01:00;48827339.21
09/05/2019 01:00;47908384.97
12/05/2019 01:00;45881810.27
15/05/2019 01:00;49213476.99
18/05/2019 01:00;50117786.52
21/05/2019 01:00;51172297.31
24/05/2019 01:00;52656109.68
27/05/2019 01:00;52231162.98
30/05/2019 01:00;53373868.46
02/06/2019 01:00;53764035.53
05/06/2019 01:00;51549891.84
08/06/2019 01:00;54563917.45
11/06/2019 01:00;55994233.74
14/06/2019 01:00;53557398.59
17/06/2019 01:00;54248595.79
20/06/2019 01:00;56304637.07
23/06/2019 01:00;53722574.63
26/06/2019 01:00;57826747.81
29/06/2019 01:00;59739282.95
02/07/2019 01:00;59910359.25
05/07/2019 01:00;63617010.32
08/07/2019 01:00;65363801.56
11/07/2019 01:00;66436142.99
14/07/2019 01:00;64282328.42
17/07/2019 01:00;65398734.03
20/07/2019 01:00;62180292.39
23/07/2019 01:00;65527471.69
26/07/2019 01:00;66422512.07
29/07/2019 01:00;69400228.24
01/08/2019 01:00;71948489.16
04/08/2019 01:00;72972666.94
07/08/2019 01:00;74077368.97
10/08/2019 01:00;74566507.45
13/08/2019 01:00;73747045.07
16/08/2019 01:00;74456151.27
19/08/2019 01:00;70938762.02
22/08/2019 01:00;72283871.86
25/08/2019 01:00;74482723.33
28/08/2019 01:00;73547109
31/08/2019 01:00;76873723.57
03/09/2019 01:00;78440212.48
06/09/2019 01:00;81396021.8
09/09/2019 01:00;84070180.8
12/09/2019 01:00;88889490.53
15/09/2019 01:00;89554384.75
18/09/2019 01:00;89597236.25
21/09/2019 01:00;91702566.29
24/09/2019 01:00;90098193.59
27/09/2019 01:00;91434682.17
30/09/2019 01:00;89341776.99
03/10/2019 01:00;91433868.64
06/10/2019 01:00;91428958.51
09/10/2019 01:00;96593924.45
12/10/2019 01:00;98269788.06
15/10/2019 01:00;94280759.2
18/10/2019 01:00;93485053.29
21/10/2019 01:00;95055454.39
24/10/2019 01:00;101132725.1
27/10/2019 01:00;99339894.8
30/10/2019 00:00;92695122.52
02/11/2019 00:00;89256768.13
05/11/2019 00:00;90715212.05
08/11/2019 00:00;91861270.5
11/11/2019 00:00;92339819.42
14/11/2019 00:00;90699368.89
17/11/2019 00:00;95931202.12
20/11/2019 00:00;94937564.43
23/11/2019 00:00;90641806.33
26/11/2019 00:00;90238982.02
29/11/2019 00:00;90747073.16
02/12/2019 00:00;87522557.87
05/12/2019 00:00;95261394.56
08/12/2019 00:00;96880815.35
11/12/2019 00:00;96761138.52
14/12/2019 00:00;92907581.85
17/12/2019 00:00;91170136.91
20/12/2019 00:00;92925415.74
23/12/2019 00:00;99947585.94
26/12/2019 00:00;96857362.74
29/12/2019 00:00;94344814.3
01/01/2020 00:00;97011480.59
04/01/2020 00:00;103031752
07/01/2020 00:00;105477457.2
10/01/2020 00:00;108770686.2
13/01/2020 00:00;105144996.7
16/01/2020 00:00;104842225.1
19/01/2020 00:00;106104409.8
22/01/2020 00:00;110810185.5
25/01/2020 00:00;110600317.7
28/01/2020 00:00;110810185.5
31/01/2020 00:00;111739681
03/02/2020 00:00;111681439.2
06/02/2020 00:00;113456448.4
09/02/2020 00:00;109282832.6
12/02/2020 00:00;109340676.4
15/02/2020 00:00;107932589.7
18/02/2020 00:00;111150618.9
21/02/2020 00:00;109631870.5
24/02/2020 00:00;112391988.1
27/02/2020 00:00;109315034.3
01/03/2020 00:00;110892855.2
04/03/2020 00:00;116468614.7
07/03/2020 00:00;121307726.2
10/03/2020 00:00;121936056
13/03/2020 00:00;116070927.6
16/03/2020 00:00;108109035.4
19/03/2020 00:00;101680788.7
22/03/2020 00:00;94157585.88
25/03/2020 00:00;95333086.33
28/03/2020 00:00;100386175.8
31/03/2020 01:00;100495620.1
03/04/2020 01:00;104035696.3
06/04/2020 01:00;106308080.9
09/04/2020 01:00;104926817.7
12/04/2020 01:00;110999326.6
15/04/2020 01:00;115878648.7
18/04/2020 01:00;115054068.8
21/04/2020 01:00;113800073.5
24/04/2020 01:00;109962750.7
27/04/2020 01:00;111554966.9
30/04/2020 01:00;113216514.5
03/05/2020 01:00;113443174.2
06/05/2020 01:00;119472293.1
09/05/2020 01:00;121853507.6
12/05/2020 01:00;121087434.5
15/05/2020 01:00;111966037.4
18/05/2020 01:00;101672938.9
21/05/2020 01:00;93625665.18
24/05/2020 01:00;90689768.7
27/05/2020 01:00;90471236.69
30/05/2020 01:00;94602038.01
02/06/2020 01:00;103202223.3
05/06/2020 01:00;105288528.2
08/06/2020 01:00;110815623.4
11/06/2020 01:00;114994337.9
14/06/2020 01:00;112245343.4
17/06/2020 01:00;110570811.7
20/06/2020 01:00;105926966.6
23/06/2020 01:00;108235120.8
26/06/2020 01:00;112767411.3
29/06/2020 01:00;115793972
02/07/2020 01:00;117362562.9
05/07/2020 01:00;121956640.9
08/07/2020 01:00;125990398
11/07/2020 01:00;124533213.7
14/07/2020 01:00;123224186
17/07/2020 01:00;121358766
20/07/2020 01:00;115473898.1
23/07/2020 01:00;113943058.7
26/07/2020 01:00;120718051.4
29/07/2020 01:00;126940916.2
01/08/2020 01:00;124781881.4
04/08/2020 01:00;122154894.8
07/08/2020 01:00;122394179.6
10/08/2020 01:00;124667385.3
13/08/2020 01:00;126347972.7
16/08/2020 01:00;129075393.2
19/08/2020 01:00;125649848
22/08/2020 01:00;121798511.6
25/08/2020 01:00;123297691.9
28/08/2020 01:00;122017801.8
31/08/2020 01:00;122462847.3
03/09/2020 01:00;126308447.3
06/09/2020 01:00;122193759.5
09/09/2020 01:00;127930089.2
12/09/2020 01:00;131873589.7
15/09/2020 01:00;136485692.1
18/09/2020 01:00;139811607
21/09/2020 01:00;139904505.9
24/09/2020 01:00;136974413.1
27/09/2020 01:00;138914906
30/09/2020 01:00;139905644.7
03/10/2020 01:00;135516448
06/10/2020 01:00;137953248.4
09/10/2020 01:00;140918695.2
12/10/2020 01:00;138141088.9
15/10/2020 01:00;144034012.3
18/10/2020 01:00;146484944
21/10/2020 01:00;139371646.1
24/10/2020 01:00;133536442
27/10/2020 00:00;130791600
30/10/2020 00:00;116022516
02/11/2020 00:00;108779984.4
05/11/2020 00:00;115107145.5
08/11/2020 00:00;121130852.4
11/11/2020 00:00;128159204.2
14/11/2020 00:00;126609372
17/11/2020 00:00;124869930.3
20/11/2020 00:00;128602936.8
23/11/2020 00:00;141076183.2
26/11/2020 00:00;135709930.5
29/11/2020 00:00;133710520.9
02/12/2020 00:00;131996845.8
05/12/2020 00:00;133409747.7
08/12/2020 00:00;137948518.5
11/12/2020 00:00;134275333.1
14/12/2020 00:00;134533587.6
17/12/2020 00:00;132373208.7
20/12/2020 00:00;136823648.1
23/12/2020 00:00;134839542.6
26/12/2020 00:00;134176614.6
29/12/2020 00:00;134096925.5
01/01/2021 00:00;142734576.9
04/01/2021 00:00;146350014.1
07/01/2021 00:00;149387454
10/01/2021 00:00;148690226.4
13/01/2021 00:00;151697118.5
16/01/2021 00:00;153019188.2
19/01/2021 00:00;150294161.3
22/01/2021 00:00;146196560
25/01/2021 00:00;146698957.5
28/01/2021 00:00;148549580.9
31/01/2021 00:00;150095785.5
03/02/2021 00:00;146546722.6
06/02/2021 00:00;152461827.4
09/02/2021 00:00;165861253.1
12/02/2021 00:00;160711290
15/02/2021 00:00;156021049
18/02/2021 00:00;150236854
21/02/2021 00:00;151777618
24/02/2021 00:00;149558391
27/02/2021 00:00;154427502.3
02/03/2021 00:00;154118955.8
05/03/2021 00:00;151187764.5
08/03/2021 00:00;153716875.8
11/03/2021 00:00;155778275.4
14/03/2021 00:00;154598952.2
17/03/2021 00:00;156579037.3
20/03/2021 00:00;157420617.7
23/03/2021 00:00;160766785.1
26/03/2021 00:00;166720074.4
29/03/2021 01:00;166457523.8
01/04/2021 01:00;164904748.4
04/04/2021 01:00;162156064.8
07/04/2021 01:00;164631662
10/04/2021 01:00;167595961.7
13/04/2021 01:00;169731988.6
16/04/2021 01:00;172130189.2
19/04/2021 01:00;150787954.8
22/04/2021 01:00;136207676
25/04/2021 01:00;146198398.7
28/04/2021 01:00;154236798.6
01/05/2021 01:00;159260798.5
04/05/2021 01:00;167961731.5
07/05/2021 01:00;174317609.6
10/05/2021 01:00;177672590.3
13/05/2021 01:00;178989767.6
16/05/2021 01:00;176179075
19/05/2021 01:00;160228122.6
22/05/2021 01:00;146384382.4
25/05/2021 01:00;143716380.3
28/05/2021 01:00;148163050.5
31/05/2021 01:00;150291730.3
03/06/2021 01:00;151415069.7
06/06/2021 01:00;149939087.8
09/06/2021 01:00;150516054.3
12/06/2021 01:00;136316426.6
15/06/2021 01:00;132807547
18/06/2021 01:00;128421919.9
21/06/2021 01:00;120460802.6
24/06/2021 01:00;107438013.2
27/06/2021 01:00;99935754
30/06/2021 01:00;90734870.13
03/07/2021 01:00;84789683.64
06/07/2021 01:00;90819460.56
09/07/2021 01:00;93241612.13
12/07/2021 01:00;97204622.09
15/07/2021 01:00;100774571.5
18/07/2021 01:00;99739876.72
21/07/2021 01:00;102600064.8
24/07/2021 01:00;98947054.62
27/07/2021 01:00;98260624
30/07/2021 01:00;104766021
02/08/2021 01:00;109887906.6
05/08/2021 01:00;109693176.8
08/08/2021 01:00;112005260.9
11/08/2021 01:00;112931775
14/08/2021 01:00;112222868.2
17/08/2021 01:00;119126462
20/08/2021 01:00;122389629.9
23/08/2021 01:00;123285733.7
26/08/2021 01:00;129030251.8
29/08/2021 01:00;129727331.4
01/09/2021 01:00;127249992.5
04/09/2021 01:00;126343503.2
07/09/2021 01:00;133723965.3
10/09/2021 01:00;135548079
13/09/2021 01:00;133493711
16/09/2021 01:00;135613291.5
19/09/2021 01:00;137836460.2
22/09/2021 01:00;134495823.9
25/09/2021 01:00;139221878.3
28/09/2021 01:00;135671902.5
01/10/2021 01:00;140172657.3
04/10/2021 01:00;146513480.1
07/10/2021 01:00;150290764.2
10/10/2021 01:00;141032003.3
13/10/2021 01:00;138585678.4
16/10/2021 01:00;146355517.7
19/10/2021 01:00;144403297.8
22/10/2021 01:00;146706532
25/10/2021 01:00;150427844.6
28/10/2021 01:00;155878118.2
31/10/2021 01:00;159871336.2
03/11/2021 00:00;157794954.1
06/11/2021 00:00;159797397.1
09/11/2021 00:00;162888098.9
12/11/2021 00:00;162426659.5
15/11/2021 00:00;161753319.4
18/11/2021 00:00;167149670
21/11/2021 00:00;166066724.2
24/11/2021 00:00;157799323.1
27/11/2021 00:00;156028106.2
30/11/2021 00:00;156604781.3
03/12/2021 00:00;156707914.1
06/12/2021 00:00;167815674.3
09/12/2021 00:00;180504950.2
12/12/2021 00:00;180450982.5
15/12/2021 00:00;176123588.1
18/12/2021 00:00;168465544.7
21/12/2021 00:00;167354661.3
24/12/2021 00:00;177148517.3
27/12/2021 00:00;178302007.2
30/12/2021 00:00;174068260
02/01/2022 00:00;172541536
